scheduler,time_s,mean,CI95_low,CI95_high,n
PF,26.950000000000003,6777.04453321997,,,1
PF,27.05,6827.085786584383,,,1
PF,27.15,6877.597374657053,,,1
PF,27.25,6930.177546651849,,,1
PF,27.35,6980.308426108745,,,1
PF,27.450000000000003,7031.822716844585,,,1
PF,27.55,7080.648469020616,,,1
PF,27.65,7131.109098869899,,,1
PF,27.75,7181.541620414952,,,1
PF,27.85,7231.699122075307,,,1
PF,27.950000000000003,7281.909765612862,,,1
PF,28.05,7331.201294578589,,,1
PF,28.15,7380.625079829351,,,1
PF,28.25,7429.163446952375,,,1
PF,28.35,7478.547835570942,,,1
PF,28.450000000000003,7529.639723152129,,,1
PF,28.55,7579.759922983353,,,1
PF,28.65,7629.688004122819,,,1
PF,28.75,7679.020595573522,,,1
PF,28.85,7728.450111589208,,,1
PF,28.950000000000003,7777.635573288274,,,1
PF,29.05,7826.135179098162,,,1
PF,29.15,7876.515183468018,,,1
PF,29.25,7926.543176027114,,,1
PF,29.35,7977.836546975752,,,1
PF,29.450000000000003,8028.251840219839,,,1
PF,29.55,8078.885582122126,,,1
PF,29.65,8129.831394731744,,,1
PF,29.75,8181.672404947076,,,1
PF,29.85,8232.256443124794,,,1
PF,29.950000000000003,8281.730210338466,,,1
PF,30.05,8330.52784233189,,,1
PF,30.15,8380.128639811172,,,1
PF,30.25,8431.425343035977,,,1
PF,30.35,8456.613146796391,,,1
MR,0.45,8.254570088878795,,,1
MR,0.55,12.322028012468904,,,1
MR,0.65,20.45978896762528,,,1
MR,0.75,28.53272525897117,,,1
MR,0.8500000000000001,36.567503660109146,,,1
MR,0.95,44.69024083660543,,,1
MR,1.05,52.79327715218225,,,1
MR,1.15,60.93334126877591,,,1
MR,1.25,68.95625112591878,,,1
MR,1.35,76.97956178047184,,,1
MR,1.4500000000000002,84.99146052273703,,,1
MR,1.55,92.99813844465896,,,1
MR,1.65,101.0171779485908,,,1
MR,1.75,109.02728950080969,,,1
MR,1.85,117.03140957888776,,,1
MR,1.95,125.02103021370796,,,1
MR,2.0500000000000003,133.09269730914545,,,1
MR,2.15,141.16570237220853,,,1
MR,2.25,149.2909355789034,,,1
MR,2.35,157.3284136686511,,,1
MR,2.45,165.34335846273092,,,1
MR,2.5500000000000003,173.3734482384386,,,1
MR,2.6500000000000004,181.39238320903343,,,1
MR,2.75,189.4495603368756,,,1
MR,2.85,197.48589717346437,,,1
MR,2.95,205.4938737552825,,,1
MR,3.0500000000000003,213.4675854131547,,,1
MR,3.1500000000000004,221.51493564891777,,,1
MR,3.25,229.57661736017317,,,1
MR,3.35,237.6822785926548,,,1
MR,3.45,245.8059274425657,,,1
